SystemCode;Sum;EDNo;EDDate;EDAuthor;Priority;TransKind;AccDocDate;AccDocNo;PayerName;PayerBIC;PayerCorrespAcc;PayeeName;PayeeBIC;PayeeCorrespAcc;Purpose
02;45;323;2024-10-18;4583001999;1;01;1994-01-20;20;ООО "Инбанк";044525308;30101810245250000308;ООО "Голдман Сакс Банк";044525340;30101810000000000340;Назначение платежа? Например, порядковый номер ED101 = 323
02;45;324;2024-10-18;4583001999;1;01;2015-01-27;20;ООО "Чайнасельхозбанк";044525673;30101810900000000673;УФК по РЕСПУБЛИКЕ ТЫВА;019304100;40102810945370000080;Назначение платежа? Например, порядковый номер ED101 = 324
02;45;325;2024-10-18;4583001999;1;01;2014-09-15;90;КУ ООО "БАНК ФИНИНВЕСТ"-ГК "АСВ";044030924;30101810340300000924;ООО "Банк РСИ";044525782;30101810845250000782;Назначение платежа? Например, порядковый номер ED101 = 325
02;45;326;2024-10-18;4583001999;1;01;2019-08-09;90;ГК "АСВ" - КУ ООО КБ "Камский горизонт";049205931;30101810022029205931;ООО РНКО "Единая касса";044525706;30103810845250000706;Назначение платежа? Например, порядковый номер ED101 = 326
02;65;327;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Свердловской области;016577551;40102810645370000054;НКО-ЦК "СПБ Клиринг" (АО);044525052;30103810845250000052;Назначение платежа? Например, порядковый номер ED101 = 327
02;81;328;2024-10-18;4583001999;1;01;2016-11-02;90;КУ БАЙКАЛБАНК (ПАО)-ГК "АСВ";048142736;30101810200000000736;ГК "АСВ" - КУ ОАО ИНВЕСТБАНК "БЗЛ";045306818;30101810900000000818;Назначение платежа? Например, порядковый номер ED101 = 328
02;07;329;2024-10-18;4583001999;1;01;2022-06-29;52;УФК по Ставропольскому краю;040703100;40116810960800000003;Избирательная комиссия Пензенской области;256001199;40301810000000000001;Назначение платежа? Например, порядковый номер ED101 = 329
02;3200;330;2024-10-18;4583001999;1;01;1994-07-29;20;АКБ "КУЗБАССХИМБАНК" (ПАО);042748701;30101810200000000793;КБ "ЭНЕРГОТРАНСБАНК" (АО);043207793;30101810800000000701;Назначение платежа? Например, порядковый номер ED101 = 330
02;17;331;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Владимирской области;011708377;40102810945370000020;УФК по Алтайскому краю;010173001;40102810045370000009;Назначение платежа? Например, порядковый номер ED101 = 331
02;66;332;2024-10-18;4583001999;1;01;2022-08-12;99;435 ИТУ Минобороны России;200000655;40106810845376614180;УФК по Московской области;044600100;40116810840802320004;Назначение платежа? Например, порядковый номер ED101 = 332
02;45;333;2024-10-18;4583001999;1;01;1995-07-10;30;"Северный Народный Банк" (АО) Ф-л в г. Москва;044525307;30101810945250000307;КУ ООО "Промрегионбанк" - ГК "АСВ";044525814;30101810645250000814;Назначение платежа? Например, порядковый номер ED101 = 333
02;45;334;2024-10-18;4583001999;1;01;1994-01-20;20;АО "Первый Инвестиционный Банк";044525408;30101810900000000408;КОНКУР.УПРАВ.ОАО "АФ БАНК"-ГК АСВ;048073855;30101810800000000855;Назначение платежа? Например, порядковый номер ED101 = 334
02;45;335;2024-10-18;4583001999;1;01;1994-02-17;90;КУ ООО "УРАЛКАПИТАЛБАНК" - ГК "АСВ";048073809;30101810500000000809;УФК по Астраханской области;041280103;40116810100000010010;Назначение платежа? Например, порядковый номер ED101 = 335
02;00;336;2024-10-18;4583001999;1;01;2015-02-24;30;БАЙКОНУРСКИЙ ФИЛИАЛ АБ "РОССИЯ";040037471;30101810000370000471;АО "ВЕЛИКИЕ ЛУКИ БАНК";045853729;30101810200000000729;Назначение платежа? Например, порядковый номер ED101 = 336
02;36;337;2024-10-18;4583001999;1;01;1995-10-23;99;Избирком;236000127;40202810536010000001;КУ "БАНК ГОРОД" (АО) - ГК "АСВ";044525584;30101810645250000584;Назначение платежа? Например, порядковый номер ED101 = 337
02;86;338;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Республике Карелия;018602104;40102810945370000073;УФК по Республике Башкортостан;018073401;40102810045370000067;Назначение платежа? Например, порядковый номер ED101 = 338
02;45;339;2024-10-18;4583001999;1;01;1994-01-20;20;ООО "Бланк банк";044525801;30101810645250000801;КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК;042908612;30101810100000000612;Назначение платежа? Например, порядковый номер ED101 = 339
02;28;340;2024-10-18;4583001999;1;01;2015-09-28;90;Ликвидатор ООО КБ "Гефест" - ГК "АСВ";042809992;30101810028090000992;КУ АО "ТРОЙКА-Д БАНК" - ГК "АСВ";044525320;30101810800000000320;Назначение платежа? Например, порядковый номер ED101 = 340
02;45;341;2024-10-18;4583001999;1;01;1994-01-20;90;Ликвидатор КИВИ Банк (АО) - ГК "АСВ";040507867;30101810645250000416;ФИЛИАЛ ББР БАНКА (АО), Г. ВЛАДИВОСТОК;044525416;30101810000000000867;Назначение платежа? Например, порядковый номер ED101 = 341
02;07;342;2024-10-18;4583001999;1;01;1997-02-19;52;УФК по Ставропольскому краю;010702101;40102810345370000013;АО "БУЛГАР БАНК" - КУ ГК "АСВ";047888372;30101810645250000372;Назначение платежа? Например, порядковый номер ED101 = 342
02;25;343;2024-10-18;4583001999;1;01;1995-08-25;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ИРКУТСКОЙ ОБЛАСТИ;225000021;40301810600000000001;СФ АО БАНК "СНГБ";047144778;30101810165777100778;Назначение платежа? Например, порядковый номер ED101 = 343
02;12;344;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Астраханской области;011203901;40102810445370000017;БАНК ПЕРМЬ (АО);045773756;30101810200000000756;Назначение платежа? Например, порядковый номер ED101 = 344
02;57;345;2024-10-18;4583001999;1;01;2018-10-05;30;ФИЛИАЛ "ЛЫСЬВА" АО АКБ "АЛЕФ-БАНК";045773804;30101810965775700804;Избирательная комиссия Ульяновской области;273000290;40301810200000000001;Назначение платежа? Например, порядковый номер ED101 = 345
02;60;346;2024-10-18;4583001999;1;01;1994-05-30;30;ФМКБ "ДОН-ТЕКСБАНК"ООО В Г.РОСТОВЕ-НА-ДОНУ;046015913;30101810700000000913;ООО КБ "ДРУЖБА";047102802;30101810565777100802;Назначение платежа? Например, порядковый номер ED101 = 346
02;27;347;2024-10-18;4583001999;1;01;2016-04-07;52;УФК по Калининградской области;042785100;40116810327850010006;Избирательная комиссия Удмуртской Республики;294000122;40202810400000000011;Назначение платежа? Например, порядковый номер ED101 = 347
02;22;348;2024-10-18;4583001999;1;01;1994-01-20;30;ВОЛГО-ВЯТСКИЙ БАНК ПАО СБЕРБАНК;042202603;30101810900000000603;КЕМЕРОВСКОЕ ОТДЕЛЕНИЕ N8615 ПАО СБЕРБАНК;043207612;30101810200000000612;Назначение платежа? Например, порядковый номер ED101 = 348
02;45;349;2024-10-18;4583001999;1;01;2023-02-21;20;ООО "Банк Точка";044525104;30101810745374525104;КУ АО КБ "ИНТЕРПРОМБАНК" - ГК "АСВ";044525126;30101810800000000126;Назначение платежа? Например, порядковый номер ED101 = 349
02;57;350;2024-10-18;4583001999;1;01;1994-01-20;20;АО КБ "Урал ФД";045773790;30101810800000000790;НЕФТЕЮГАНСКИЙ ФИЛИАЛ БАНКА "ВБРР" (АО);047144813;30101810145377100813;Назначение платежа? Например, порядковый номер ED101 = 350
02;45;351;2024-10-18;4583001999;1;01;2024-01-24;99;МИД России;200000131;40301810245370000052;Избирательная комиссия Магаданской области;244000054;40301810000000000001;Назначение платежа? Например, порядковый номер ED101 = 351
02;79;352;2024-10-18;4583001999;1;01;1995-08-29;99;ЦИК Адыгеи;043735830;40301810200000000001;ООО БАНК "КУРГАН";279000070;30101810700000000830;Назначение платежа? Например, порядковый номер ED101 = 352
02;71;353;2024-10-18;4583001999;1;01;1994-01-20;20;АО БАНК "СНГБ";047144709;30101810600000000709;АО АКИБ "ПОЧТОБАНК";045773705;30101810400000000705;Назначение платежа? Например, порядковый номер ED101 = 353
02;60;354;2024-10-18;4583001999;1;01;1994-02-02;99;Избирательная комиссия Ростовской области;260000867;40301810100000000099;ТКБ БАНК ПАО;044525388;30101810800000000388;Назначение платежа? Например, порядковый номер ED101 = 354
02;45;355;2024-10-18;4583001999;1;01;2015-03-18;90;КУ ПАО "О.К. БАНК" - ГК "АСВ";047888740;30101810278880000740;СИБИРСКИЙ ФИЛИАЛ АО "РАЙФФАЙЗЕНБАНК";045004799;30101810300000000799;Назначение платежа? Например, порядковый номер ED101 = 355
02;08;356;2024-10-18;4583001999;1;01;1994-01-20;30;ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК;040813608;30101810600000000608;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г. СТАВРОПОЛЬ;040702793;30101810007020000793;Назначение платежа? Например, порядковый номер ED101 = 356
02;07;357;2024-10-18;4583001999;1;01;2009-03-26;30;СТАВРОПОЛЬСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;040702750;30101810400000000750;Небанковская кредитная организация-центральный контрагент "Национальный Клиринговый Центр" (Акционерное общество);245001961;30414810700000000001;Назначение платежа? Например, порядковый номер ED101 = 357
02;45;358;2024-10-18;4583001999;1;01;2011-08-17;52;Межрегиональное операционное УФК;024501901;40102810045370000002;Акционерное общество "Национальная система платежных карт";245011006;30219810445010000001;Назначение платежа? Например, порядковый номер ED101 = 358
02;24;359;2024-10-18;4583001999;1;01;2000-01-01;99;Избирательная комиссия Ивановской области;224000020;40301810400000000001;ЭКСИ-БАНК (АО);044030889;30101810400000000889;Назначение платежа? Например, порядковый номер ED101 = 359
02;45;360;2024-10-18;4583001999;1;01;2014-11-26;90;ГК "АСВ" - КУ ОАО БАНК "ПРИОРИТЕТ";043601919;30101810600000000919;ООО "Промсельхозбанк";044525771;30101810445250000771;Назначение платежа? Например, порядковый номер ED101 = 360
02;07;361;2024-10-18;4583001999;1;01;2015-08-26;30;СТАВРОПОЛЬСКОЕ ОТДЕЛЕНИЕ N5230 ПАО СБЕРБАНК;040702615;30101810907020000615;Избирательная комиссия Республики Дагестан;282000048;40301810200000000150;Назначение платежа? Например, порядковый номер ED101 = 361
02;40;362;2024-10-18;4583001999;1;01;2001-10-19;30;Ф-Л "СЕВЕРНАЯ СТОЛИЦА" АО "РАЙФФАЙЗЕНБАНК";044030723;30101810100000000723;Поволжский филиал АО "Райффайзенбанк";042202847;30101810300000000847;Назначение платежа? Например, порядковый номер ED101 = 362
02;60;363;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО КБ "ЦЕНТР-ИНВЕСТ";041203712;30101810100000000762;ФИЛИАЛ В Г.АСТРАХАНИ АО "МБ БАНК";046015762;30101810500000000712;Назначение платежа? Например, порядковый номер ED101 = 363
02;60;364;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО "ДОНКОМБАНК";046015804;30101810000000000804;ФИЛИАЛ № 9 ПАО КБ "ЦЕНТР-ИНВЕСТ";041806870;30101810100000000870;Назначение платежа? Например, порядковый номер ED101 = 364
02;65;365;2024-10-18;4583001999;1;01;1994-01-20;20;АО Банк Синара;046577756;30101810800000000756;УФК по Ростовской области;016015102;40102810845370000050;Назначение платежа? Например, порядковый номер ED101 = 365
02;60;366;2024-10-18;4583001999;1;01;2017-09-15;30;Ф-Л АКБ "ФОРА-БАНК" (АО) В Г.РОСТОВ-НА-ДОНУ;046015051;30101810460150000051;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. РОСТОВЕ-НА-ДОНУ;046015999;30101810300000000999;Назначение платежа? Например, порядковый номер ED101 = 366
02;82;367;2024-10-18;4583001999;1;01;1994-11-15;20;РНКО "ПРОМСВЯЗЬИНВЕСТ" (ООО);048209395;30103810982090000395;АО "БАНК АКЦЕПТ";045004815;30101810200000000815;Назначение платежа? Например, порядковый номер ED101 = 367
02;00;368;2024-10-18;4583001999;1;01;2022-10-31;52;УФК по Херсонской области;010053193;40116810845370000093;КУ ОАО "СМОЛ БАНК"-ГК "АСВ";046614754;30101810700000000754;Назначение платежа? Например, порядковый номер ED101 = 368
02;45;369;2024-10-18;4583001999;1;01;2015-11-30;90;КУ БАНК "СМОЛЕВИЧ" (ПАО)-ГК "АСВ";046614748;30101810566140000748;ПАО "МОСКОВСКИЙ КРЕДИТНЫЙ БАНК";044525659;30101810745250000659;Назначение платежа? Например, порядковый номер ED101 = 369
02;12;370;2024-10-18;4583001999;1;01;1994-07-01;30;АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК;041203602;30101810500000000602;ДАГЕСТАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048209793;30101810000000000793;Назначение платежа? Например, порядковый номер ED101 = 370
02;82;371;2024-10-18;4583001999;1;01;1994-01-20;20;ООО КБ "МВС БАНК";048209775;30101810400000000775;ООО "ЗЕМКОМБАНК";046015078;30101810760150000078;Назначение платежа? Например, порядковый номер ED101 = 371
02;60;372;2024-10-18;4583001999;1;01;2007-12-29;30;ЮЖНЫЙ ФИЛИАЛ АО "БАНК ИНТЕЗА";046015064;30101810460150000064;КОНКУРСНЫЙ УПР. ОАО АКБ "ЭКОПРОМБАНК"-ГК"АСВ";045773707;30101810000000000707;Назначение платежа? Например, порядковый номер ED101 = 372
02;34;373;2024-10-18;4583001999;1;01;2000-01-01;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ КОСТРОМСКОЙ ОБЛАСТИ;234000187;40301810300000000041;ЮГ-ИНВЕСТБАНК (ПАО);040349966;30101810600000000966;Назначение платежа? Например, порядковый номер ED101 = 373
02;03;374;2024-10-18;4583001999;1;01;2005-12-05;30;КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;044030902;30101810400000000548;ФИЛИАЛ АО АКБ "НОВИКОМБАНК" В Г.С-ПЕТЕРБУРГЕ;040349548;30101810400000000902;Назначение платежа? Например, порядковый номер ED101 = 374
02;69;375;2024-10-18;4583001999;1;01;1998-01-01;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ТОМСКОЙ ОБЛАСТИ;269000094;40301810800000000001;КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК;040349602;30101810100000000602;Назначение платежа? Например, порядковый номер ED101 = 375
02;45;376;2024-10-18;4583001999;1;01;2015-11-11;90;ГК "АСВ"-КУ КБ "БДБ" (ООО);049706717;30101810700000000717;УФК по Хабаровскому краю;040886101;40116810300000010029;Назначение платежа? Например, порядковый номер ED101 = 376
02;87;377;2024-10-18;4583001999;1;01;1995-02-01;30;"Северный Народный Банк" (АО) Ф-л в г. Ухта;048717785;30101810000000000785;КУ КБ "БМБ" (ООО) - ГК "АСВ";044525140;30101810445250000140;Назначение платежа? Например, порядковый номер ED101 = 377
02;07;378;2024-10-18;4583001999;1;01;1997-02-20;99;избирательная комиссия Ставропольского края;207000150;40202810045370702003;КРАСНОДАРСКИЙ ФИЛИАЛ ПАО РОСБАНК;040349744;30101810403490000744;Назначение платежа? Например, порядковый номер ED101 = 378
02;65;379;2024-10-18;4583001999;1;01;2004-12-30;30;УРАЛЬСКИЙ ФИЛИАЛ ПАО РОСБАНК;046577903;30101810200000000903;Облизбирком;214000061;40301810700000000108;Назначение платежа? Например, порядковый номер ED101 = 379
02;45;380;2024-10-18;4583001999;1;01;1995-08-25;20;БАНК "АГОРА" ООО;044525709;30101810145250000709;ПАО АКБ "Металлинвестбанк";044525176;30101810300000000176;Назначение платежа? Например, порядковый номер ED101 = 380
02;99;381;2024-10-18;4583001999;1;01;1998-04-14;99;избирательная комиссия Еврейской автономной области;299000020;40301810700000000083;АКБ "ТЕНДЕР-БАНК" (АО);044525131;30101810645250000131;Назначение платежа? Например, порядковый номер ED101 = 381
02;07;382;2024-10-18;4583001999;1;01;1994-01-20;30;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. СТАВРОПОЛЕ;040702788;30101810100000000788;АО КБ "МОДУЛЬБАНК";043469751;30101810800000000751;Назначение платежа? Например, порядковый номер ED101 = 382
02;81;383;2024-10-18;4583001999;1;01;2000-01-01;99;Избирательная комиссия Республики Бурятия;281000080;40301810000000000001;Избирательная комиссия Республики Ингушетия;226000017;40301810100000000032;Назначение платежа? Например, порядковый номер ED101 = 383
02;60;384;2024-10-18;4583001999;1;01;2017-09-29;20;ООО КБ "РОСТФИНАНС";046015052;30101810760150000052;УФК по Калининградской области;042780104;40116810927800010189;Назначение платежа? Например, порядковый номер ED101 = 384
02;22;385;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО КОМБАНК "ХИМИК";044525732;30101810222020000727;АО КБ "Пойдём!";042202727;30101810100000000732;Назначение платежа? Например, порядковый номер ED101 = 385
02;03;386;2024-10-18;4583001999;1;01;2007-11-26;30;КРАСНОДАРСКИЙ ФИЛИАЛ ПАО "РОСДОРБАНК";040349815;30101810900000000815;ООО "ЖИВАГО БАНК";046126744;30101810700000000744;Назначение платежа? Например, порядковый номер ED101 = 386
02;03;387;2024-10-18;4583001999;1;01;2018-01-09;30;ФИЛИАЛ № 2351 БАНКА ВТБ (ПАО);040349758;30101810703490000758;КУ АО КБ "ИВАНОВО" - ГК "АСВ";042406705;30101810000000000705;Назначение платежа? Например, порядковый номер ED101 = 387
02;45;388;2024-10-18;4583001999;1;01;2016-05-27;90;КУ АКБ "АКЦИЯ" ОАО - ГК "АСВ";042406707;30101810600000000707;ООО КБ "ВНЕШФИНБАНК";040349909;30101810900000000909;Назначение платежа? Например, порядковый номер ED101 = 388
02;45;389;2024-10-18;4583001999;1;01;1994-01-20;20;ООО "ХКФ Банк";044525245;30101810845250000245;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ХАБАРОВСКЕ;040813727;30101810400000000727;Назначение платежа? Например, порядковый номер ED101 = 389
02;08;390;2024-10-18;4583001999;1;01;2000-11-17;30;ФИЛИАЛ "ХАБАРОВСКИЙ" АО "АЛЬФА-БАНК";040813770;30101810800000000770;УФК по Республике Дагестан;018209001;40102810945370000069;Назначение платежа? Например, порядковый номер ED101 = 390
02;14;391;2024-10-18;4583001999;1;01;1994-05-05;52;УФК по Белгородской области;011403102;40102810745370000018;Азия-Инвест Банк (АО);044525234;30101810445250000234;Назначение платежа? Например, порядковый номер ED101 = 391
02;45;392;2024-10-18;4583001999;1;01;1994-05-10;20;АО "Банк ФИНАМ";044525604;30101810745250000604;УФК по Мурманской области;014705901;40102810745370000041;Назначение платежа? Например, порядковый номер ED101 = 392
02;45;393;2024-10-18;4583001999;1;01;2016-12-23;90;КУ КБ "Спутник" (ПАО) - ГК "АСВ";043601806;30101810322023601806;Ликвидатор "Банк Стрела" АО - ГК "АСВ";044525809;30101810545374525809;Назначение платежа? Например, порядковый номер ED101 = 393
02;47;394;2024-10-18;4583001999;1;01;1994-07-13;20;БАНК "МСКБ" (АО);044705768;30101810600000000768;ИК ЧР;296000010;40301810700000000001;Назначение платежа? Например, порядковый номер ED101 = 394
02;88;395;2024-10-18;4583001999;1;01;1994-11-15;30;ОТДЕЛЕНИЕ МАРИЙ ЭЛ N8614 ПАО СБЕРБАНК;048860630;30101810300000000630;ФИЛИАЛ ПАО "БАНК УРАЛСИБ" В Г. ЕКАТЕРИНБУРГ;046577446;30101810165770000446;Назначение платежа? Например, порядковый номер ED101 = 395
02;65;396;2024-10-18;4583001999;1;01;2018-02-26;30;ФИЛИАЛ "ДЕЛО" АО БАНК СИНАРА;041403740;30101810965770000743;БЕЛГОРОДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046577743;30101810200000000740;Назначение платежа? Например, порядковый номер ED101 = 396
02;03;397;2024-10-18;4583001999;1;01;1993-12-30;99;избирательная комиссия Краснодарского края;203000221;40301810300000000001;УФК по г. Севастополю;016711001;40102810045370000056;Назначение платежа? Например, порядковый номер ED101 = 397
02;66;398;2024-10-18;4583001999;1;01;1994-01-20;30;СМОЛЕНСКОЕ ОТДЕЛЕНИЕ N8609 ПАО СБЕРБАНК;046614632;30101810000000000632;ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;045773873;30101810400000000873;Назначение платежа? Например, порядковый номер ED101 = 398
02;40;399;2024-10-18;4583001999;1;01;2022-07-05;20;ООО РНКО "Платежный конструктор";044030308;30103810245374030308;ООО КБ "ГТ БАНК";040349789;30101810303490000789;Назначение платежа? Например, порядковый номер ED101 = 399
02;88;400;2024-10-18;4583001999;1;01;1994-06-15;20;БАНК "ЙОШКАР-ОЛА" (ПАО);048860889;30101810300000000889;ЮЖНЫЙ ФИЛИАЛ АО "РАЙФФАЙЗЕНБАНК";040349556;30101810900000000556;Назначение платежа? Например, порядковый номер ED101 = 400
02;07;401;2024-10-18;4583001999;1;01;2005-10-03;30;ФИЛИАЛ ПАО "БАНК УРАЛСИБ" В Г. СТАВРОПОЛЬ;040702763;30101810400000000763;ФИЛИАЛ №4 ПАО КБ "ЦЕНТР-ИНВЕСТ";040702734;30101810400000000734;Назначение платежа? Например, порядковый номер ED101 = 401
02;03;402;2024-10-18;4583001999;1;01;2010-05-31;30;ФИЛИАЛ "ЮЖНЫЙ" ПАО "БАНК УРАЛСИБ";040349700;30101810400000000700;Ликвидатор АБ "АСПЕКТ" (АО) - ГК "АСВ";044525401;30101810800000000401;Назначение платежа? Например, порядковый номер ED101 = 402
02;60;403;2024-10-18;4583001999;1;01;2011-03-28;30;Ф-Л АО АКБ "НОВИКОМБАНК" В Г.РОСТОВЕ-НА-ДОНУ;046015066;30101810060150000066;АКБ "ФОРШТАДТ" (АО);045354860;30101810700000000860;Назначение платежа? Например, порядковый номер ED101 = 403
02;45;404;2024-10-18;4583001999;1;01;1994-07-13;20;АО КБ "Соколовский";044525901;30101810545250000901;ПАО КБ "РусьРегионБанк";044525412;30101810445250000412;Назначение платежа? Например, порядковый номер ED101 = 404
02;60;405;2024-10-18;4583001999;1;01;2018-09-26;20;АО "Таганрогбанк";046015946;30101810960150000946;РОСТОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046015211;30101810800000000211;Назначение платежа? Например, порядковый номер ED101 = 405
02;03;406;2024-10-18;4583001999;1;01;1994-01-20;20;КБ "КУБАНЬ КРЕДИТ" ООО;040349722;30101810200000000722;ФИЛИАЛ БАНКА "ВБРР" (АО) В Г. КРАСНОДАРЕ;040349521;30101810100000000521;Назначение платежа? Например, порядковый номер ED101 = 406
02;83;407;2024-10-18;4583001999;1;01;2001-07-27;30;КАБАРДИНО-БАЛКАРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";047102622;30101810100000000710;ТЮМЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048327710;30101810800000000622;Назначение платежа? Например, порядковый номер ED101 = 407
02;71;408;2024-10-18;4583001999;1;01;1994-09-20;20;КБ "СТРОЙЛЕСБАНК" (ООО);047102658;30101810900000000658;СТАВРОПОЛЬСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";040702701;30101810200000000701;Назначение платежа? Например, порядковый номер ED101 = 408
02;07;409;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО СТАВРОПОЛЬПРОМСТРОЙБАНК;040702760;30101810500000000760;УФК по Краснодарскому краю;010349101;40102810945370000010;Назначение платежа? Например, порядковый номер ED101 = 409
02;71;410;2024-10-18;4583001999;1;01;1996-10-17;52;УФК ПО ТЮМЕНСКОЙ ОБЛАСТИ;017102101;40102810945370000060;КУ АО "БАНК ВОРОНЕЖ" - ГК "АСВ";042007707;30101810500000000707;Назначение платежа? Например, порядковый номер ED101 = 410
02;40;411;2024-10-18;4583001999;1;01;2004-07-01;30;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ "БАНК СГБ";044030752;30101810100000000752;Избирательная комиссия Воронежской области;220000008;40301810300000000001;Назначение платежа? Например, порядковый номер ED101 = 411
02;27;412;2024-10-18;4583001999;1;01;1994-05-10;30;КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК;042748634;30101810100000000634;ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО СБЕРБАНК;046850649;30101810800000000649;Назначение платежа? Например, порядковый номер ED101 = 412
02;75;413;2024-10-18;4583001999;1;01;1994-01-20;20;БАНК "КУБ" (АО);047516949;30101810700000000949;НКО АО ПРЦ;044030505;30105810900000000505;Назначение платежа? Например, порядковый номер ED101 = 413
02;40;414;2024-10-18;4583001999;1;01;2013-10-11;20;ООО НКО "МОБИЛЬНАЯ КАРТА";044030303;30103810040300000303;КАЛИНИНГРАДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042748878;30101810500000000878;Назначение платежа? Например, порядковый номер ED101 = 414
02;40;415;2024-10-18;4583001999;1;01;2017-10-16;30;ФИЛИАЛ "ПЕТЕРБУРГСКИЙ" АО КБ "СОЛИДАРНОСТЬ";044030751;30101810940300000751;АО "СЭБ БАНК";044030747;30101810500000000747;Назначение платежа? Например, порядковый номер ED101 = 415
02;40;416;2024-10-18;4583001999;1;01;1994-01-20;20;ООО БАНК ОРАНЖЕВЫЙ;044030904;30101810000000000904;АО "Банк "Торжок";042809953;30101810928090000953;Назначение платежа? Например, порядковый номер ED101 = 416
02;40;417;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО БАНК "АЛЕКСАНДРОВСКИЙ";044030755;30101810000000000755;КОСТРОМСКОЕ ОТДЕЛЕНИЕ N 8640 ПАО СБЕРБАНК;043469623;30101810200000000623;Назначение платежа? Например, порядковый номер ED101 = 417
02;68;418;2024-10-18;4583001999;1;01;2000-10-20;30;ТАМБОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042809903;30101810600000000713;филиал "ОРБИТА" АО "Банк "Торжок";046850713;30101810900000000903;Назначение платежа? Например, порядковый номер ED101 = 418
02;45;419;2024-10-18;4583001999;1;01;1994-09-20;20;ПАО АКБ "АВАНГАРД";044525201;30101810000000000201;ООО БАНК "САРАТОВ";046311755;30101810300000000755;Назначение платежа? Например, порядковый номер ED101 = 419
02;40;420;2024-10-18;4583001999;1;01;1994-01-20;20;Таврический Банк (АО);044030877;30101810700000000877;ФИЛИАЛ БАНКА "ВБРР" (АО) В Г.САНКТ-ПЕТЕРБУРГЕ;044030764;30101810800000000764;Назначение платежа? Например, порядковый номер ED101 = 420
02;18;421;2024-10-18;4583001999;1;01;1994-01-20;30;ВОЛГОГРАДСКОЕ ОТДЕЛЕНИЕ №8621 ПАО СБЕРБАНК;041806647;30101810100000000647;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ООО "БАНК БКФ";044030874;30101810800000000874;Назначение платежа? Например, порядковый номер ED101 = 421
02;40;422;2024-10-18;4583001999;1;01;1994-01-20;20;АО "КАБ "ВИКИНГ";044030869;30101810200000000869;АО БАНК "ТКПБ";046850755;30101810600000000755;Назначение платежа? Например, порядковый номер ED101 = 422
02;56;423;2024-10-18;4583001999;1;01;1994-05-30;30;ПЕНЗЕНСКОЕ ОТДЕЛЕНИЕ N8624 ПАО СБЕРБАНК;045655635;30101810000000000635;ТВЕРСКОЙ РФ АО "РОССЕЛЬХОЗБАНК";042809795;30101810600000000795;Назначение платежа? Например, порядковый номер ED101 = 423
02;61;424;2024-10-18;4583001999;1;01;2002-09-06;30;РЯЗАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046126793;30101810900000000793;ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;041806701;30101810800000000701;Назначение платежа? Например, порядковый номер ED101 = 424
02;87;425;2024-10-18;4583001999;1;01;1994-05-01;20;"Северный Народный Банк" (АО);048702781;30101810000000000781;ВОЛГОГРАДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041806863;30101810900000000863;Назначение платежа? Например, порядковый номер ED101 = 425
